backing_thickness_mm,case_name,conductive_thickness_mm,element_count,log_file,material_case,maximum_time_step,maximum_trial_negative_jacobians,mesh_level,metadata_file,model_file,movement,negative_jacobian_trial_messages,node_count,normal_termination,sensor_length_mm,sensor_width_mm,summary_file,taper_length_mm,time_steps
0.4,shape_bulk_low_angle_0_local_medium,0.6,7632,results/shape_bulk_low_angle_0_local_medium.log,textile_fiber_bulk_low,0.05,0,local_medium,model/shape_bulk_low_angle_0_local_medium_metadata.json,model/shape_bulk_low_angle_0_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_bulk_low_angle_0_local_medium_summary.json,5.0,30
0.4,shape_bulk_low_angle_60_local_medium,0.6,7632,results/shape_bulk_low_angle_60_local_medium.log,textile_fiber_bulk_low,0.05,0,local_medium,model/shape_bulk_low_angle_60_local_medium_metadata.json,model/shape_bulk_low_angle_60_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_bulk_low_angle_60_local_medium_summary.json,5.0,30
0.4,shape_c4_high_angle_0_local_medium,0.6,7632,results/shape_c4_high_angle_0_local_medium.log,textile_fiber_c4_high,0.05,0,local_medium,model/shape_c4_high_angle_0_local_medium_metadata.json,model/shape_c4_high_angle_0_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_c4_high_angle_0_local_medium_summary.json,5.0,30
0.4,shape_c4_high_angle_60_local_medium,0.6,7632,results/shape_c4_high_angle_60_local_medium.log,textile_fiber_c4_high,0.05,0,local_medium,model/shape_c4_high_angle_60_local_medium_metadata.json,model/shape_c4_high_angle_60_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_c4_high_angle_60_local_medium_summary.json,5.0,30
0.4,shape_c4_low_angle_0_local_medium,0.6,7632,results/shape_c4_low_angle_0_local_medium.log,textile_fiber_c4_low,0.05,0,local_medium,model/shape_c4_low_angle_0_local_medium_metadata.json,model/shape_c4_low_angle_0_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_c4_low_angle_0_local_medium_summary.json,5.0,30
0.4,shape_c4_low_angle_60_local_medium,0.6,7632,results/shape_c4_low_angle_60_local_medium.log,textile_fiber_c4_low,0.05,0,local_medium,model/shape_c4_low_angle_60_local_medium_metadata.json,model/shape_c4_low_angle_60_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_c4_low_angle_60_local_medium_summary.json,5.0,30
0.4,shape_transition_high_angle_0_local_medium,0.6,7632,results/shape_transition_high_angle_0_local_medium.log,textile_fiber_transition_high,0.05,0,local_medium,model/shape_transition_high_angle_0_local_medium_metadata.json,model/shape_transition_high_angle_0_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_transition_high_angle_0_local_medium_summary.json,5.0,30
0.4,shape_transition_high_angle_60_local_medium,0.6,7632,results/shape_transition_high_angle_60_local_medium.log,textile_fiber_transition_high,0.05,0,local_medium,model/shape_transition_high_angle_60_local_medium_metadata.json,model/shape_transition_high_angle_60_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_transition_high_angle_60_local_medium_summary.json,5.0,30
0.4,shape_transition_low_angle_0_local_medium,0.6,7632,results/shape_transition_low_angle_0_local_medium.log,textile_fiber_transition_low,0.05,0,local_medium,model/shape_transition_low_angle_0_local_medium_metadata.json,model/shape_transition_low_angle_0_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_transition_low_angle_0_local_medium_summary.json,5.0,30
0.4,shape_transition_low_angle_60_local_medium,0.6,7632,results/shape_transition_low_angle_60_local_medium.log,textile_fiber_transition_low,0.05,0,local_medium,model/shape_transition_low_angle_60_local_medium_metadata.json,model/shape_transition_low_angle_60_local_medium.feb,,0,9305,True,80.0,15.0,results/shape_transition_low_angle_60_local_medium_summary.json,5.0,30
0.4,taper_10mm_local_medium,0.6,7632,results/taper_10mm_local_medium.log,literature_nominal,,0,local_medium,model/taper_10mm_local_medium_metadata.json,model/taper_10mm_local_medium.feb,,0,9305,True,80.0,15.0,results/taper_10mm_local_medium_summary.json,10.0,
0.4,taper_2p5mm_local_medium,0.6,7632,results/taper_2p5mm_local_medium.log,literature_nominal,,0,local_medium,model/taper_2p5mm_local_medium_metadata.json,model/taper_2p5mm_local_medium.feb,,0,9305,True,80.0,15.0,results/taper_2p5mm_local_medium_summary.json,2.5,
0.4,taper_5mm_local_fine,0.6,40704,results/taper_5mm_local_fine.log,literature_nominal,,4102,local_fine,model/taper_5mm_local_fine_metadata.json,model/taper_5mm_local_fine.feb,,10,46449,False,80.0,15.0,,5.0,
0.4,taper_5mm_local_medium,0.6,7632,results/taper_5mm_local_medium.log,literature_nominal,,0,local_medium,model/taper_5mm_local_medium_metadata.json,model/taper_5mm_local_medium.feb,,0,9305,True,80.0,15.0,results/taper_5mm_local_medium_summary.json,5.0,
0.4,taper_mesh_10mm_tip25pct_local_coarse,0.6,1488,results/taper_mesh_10mm_tip25pct_local_coarse.log,literature_nominal,0.02,0,local_coarse,model/taper_mesh_10mm_tip25pct_local_coarse_metadata.json,model/taper_mesh_10mm_tip25pct_local_coarse.feb,,0,2042,True,80.0,15.0,results/taper_mesh_10mm_tip25pct_local_coarse_summary.json,10.0,60
0.4,taper_mesh_10mm_tip25pct_local_fine,0.6,40704,results/taper_mesh_10mm_tip25pct_local_fine.log,literature_nominal,0.02,1646,local_fine,model/taper_mesh_10mm_tip25pct_local_fine_metadata.json,model/taper_mesh_10mm_tip25pct_local_fine.feb,,7,46449,True,80.0,15.0,results/taper_mesh_10mm_tip25pct_local_fine_summary.json,10.0,60
0.4,taper_mesh_10mm_tip25pct_local_medium,0.6,7632,results/taper_mesh_10mm_tip25pct_local_medium.log,literature_nominal,0.02,0,local_medium,model/taper_mesh_10mm_tip25pct_local_medium_metadata.json,model/taper_mesh_10mm_tip25pct_local_medium.feb,,0,9305,True,80.0,15.0,results/taper_mesh_10mm_tip25pct_local_medium_summary.json,10.0,60
